movie_name,year,imdb_rating,genres,director,cast
Secret Sky of Fire,1996,5.2,Mystery,Taika Waititi,"Matt Damon, Anne Hathaway, Scarlett Johansson"
Royal Truth,1990,9.3,"Action, Adventure",Quentin Tarantino,"Zendaya, Johnny Depp, Christian Bale"
Shadow Chronicle,1985,7.9,"Action, Crime",Kathryn Bigelow,"Keanu Reeves, Matt Damon, Johnny Depp"
Red Heart,2005,7.9,"Mystery, Romance",Kathryn Bigelow,"Natalie Portman, Jake Gyllenhaal, Scarlett Johansson"
Hidden Hunter Forever,1998,5.6,"Mystery, Romance",James Cameron,"Timothee Chalamet, Christian Bale, Robert Downey Jr."
Hollow Chronicle Forever,2009,9.1,"Fantasy, Horror",Martin Scorsese,"Robert Downey Jr., Gal Gadot, Ryan Gosling"
Rising Night of Fire,2002,7.3,"Drama, Thriller",Sam Mendes,"Gal Gadot, Michael B. Jordan, Sandra Bullock"
Shadow Frontier,2005,7.3,"Action, Fantasy, Romance",David Fincher,"Emma Stone, Robert Downey Jr., Scarlett Johansson"
Forgotten Frontier Returns,2008,6.7,"Animation, Crime",David Fincher,"Robert Downey Jr., Leonardo DiCaprio, Scarlett Johansson"
Eternal Labyrinth,1992,5.4,"Crime, Mystery",Sam Mendes,"Sandra Bullock, Matt Damon, Benedict Cumberbatch"
Scarlet Orbit,2020,6.7,"Adventure, Romance",Steven Spielberg,"Morgan Freeman, Anne Hathaway, Jessica Chastain"
Scarlet Night,2010,5.7,"Animation, Crime, Romance",Christopher Nolan,"Gal Gadot, Zendaya, Jake Gyllenhaal"
Fallen Game Forever,1988,7.0,"Comedy, Thriller",Rian Johnson,"Oscar Isaac, Ryan Gosling, Jake Gyllenhaal"
Red Trial,2017,8.6,"Crime, Fantasy",Kathryn Bigelow,"Jake Gyllenhaal, Keanu Reeves, Viola Davis"
Shattered Storm,2011,9.2,"Adventure, Sci-Fi",Martin Scorsese,"Emma Stone, Amy Adams, Chris Hemsworth"
Shadow Orbit Forever,2020,8.0,"Action, Fantasy, Mystery",Edgar Wright,"Tom Hanks, Benedict Cumberbatch, Zendaya"
Neon Sky Awakens,1985,8.6,"Drama, Mystery, Thriller",David Fincher,"Amy Adams, Gal Gadot, Viola Davis"
Glass Awakening Reborn,2018,6.6,"Adventure, Animation",Guy Ritchie,"Sandra Bullock, Tom Hanks, Zendaya"
Last Chronicle,1995,8.7,"Adventure, Drama",Rian Johnson,"Chris Hemsworth, Sandra Bullock, Florence Pugh"
Lost Odyssey Forever,1998,9.1,Thriller,Jordan Peele,"Timothee Chalamet, Jennifer Lawrence, Natalie Portman"
Dust Journey,2024,6.6,"Action, Drama, Thriller",Damien Chazelle,"Margot Robbie, Anne Hathaway, Johnny Depp"
Silent Trial,1996,7.3,"Action, Adventure, Drama",Bong Joon-ho,"Benedict Cumberbatch, Natalie Portman, Emma Stone"
Rising Frontier,1994,8.9,"Comedy, Horror",Patty Jenkins,"Christian Bale, Johnny Depp, Ryan Gosling"
Neon Machine of the Stars,2013,8.9,"Animation, Drama",Edgar Wright,"Ryan Gosling, Leonardo DiCaprio, Christian Bale"
Frozen Sky,1993,9.2,"Action, Drama, Fantasy",Denis Villeneuve,"Gal Gadot, Natalie Portman, Benedict Cumberbatch"
Iron Sky of Tomorrow,1993,8.6,"Fantasy, Mystery",Edgar Wright,"Viola Davis, Amy Adams, Sandra Bullock"
Fallen Sky,1986,6.0,"Animation, Drama",Kathryn Bigelow,"Leonardo DiCaprio, Jessica Chastain, Gal Gadot"
Lonely Chronicle,1985,6.1,"Crime, Horror, Sci-Fi",Wes Anderson,"Emma Stone, Jessica Chastain, Ryan Gosling"
Rising Pulse of Shadows,1992,7.1,"Comedy, Thriller",Rian Johnson,"Sandra Bullock, Ryan Gosling, Natalie Portman"
Crimson Pulse,1997,9.4,"Adventure, Comedy",Ridley Scott,"Jennifer Lawrence, Brad Pitt, Robert Downey Jr."
Rising Chronicle Returns,1988,6.9,"Crime, Fantasy, Mystery",Ava DuVernay,"Michael B. Jordan, Chris Hemsworth, Anne Hathaway"
Last Pulse,2004,6.8,Crime,Guy Ritchie,"Robert Downey Jr., Christian Bale, Jake Gyllenhaal"
Ancient Code,1988,5.4,"Comedy, Crime",Wes Anderson,"Robert Downey Jr., Viola Davis, Oscar Isaac"
Burning Mirror,2008,8.4,"Adventure, Crime",Quentin Tarantino,"Gal Gadot, Leonardo DiCaprio, Florence Pugh"
Fallen City Beyond,2022,5.4,"Comedy, Sci-Fi",Peter Jackson,"Natalie Portman, Timothee Chalamet, Jennifer Lawrence"
Crimson Heart,2023,8.6,Action,Sam Mendes,"Viola Davis, Keanu Reeves, Michael B. Jordan"
Frozen Island,1989,5.7,"Crime, Horror",Guillermo del Toro,"Natalie Portman, Florence Pugh, Amy Adams"
Fallen Flame Forever,2020,6.9,"Drama, Horror",Jordan Peele,"Jake Gyllenhaal, Scarlett Johansson, Viola Davis"
Radiant Frontier,2017,6.3,Animation,Damien Chazelle,"Robert Downey Jr., Jake Gyllenhaal, Tom Hanks"
Royal Code,1997,8.3,"Horror, Mystery, Sci-Fi",Kathryn Bigelow,"Emma Stone, Morgan Freeman, Margot Robbie"
Sacred Fortress,2010,7.6,"Animation, Comedy",Christopher Nolan,"Morgan Freeman, Timothee Chalamet, Natalie Portman"
Silent Pulse,2018,5.5,"Comedy, Crime",Greta Gerwig,"Jake Gyllenhaal, Robert Downey Jr., Florence Pugh"
Eternal Journey,2003,5.6,Sci-Fi,Ridley Scott,"Keanu Reeves, Robert Downey Jr., Viola Davis"
Last Hunter,1998,9.3,Action,Jordan Peele,"Christian Bale, Michael B. Jordan, Oscar Isaac"
Ancient Storm,2020,6.4,"Animation, Thriller",Bong Joon-ho,"Keanu Reeves, Oscar Isaac, Johnny Depp"
Last Empire,1999,8.4,"Animation, Crime",Christopher Nolan,"Florence Pugh, Gal Gadot, Samuel L. Jackson"
Restless River,2009,6.9,"Sci-Fi, Thriller",Damien Chazelle,"Florence Pugh, Natalie Portman, Sandra Bullock"
Ancient Machine of Shadows,2010,5.7,"Comedy, Horror",Edgar Wright,"Amy Adams, Ryan Gosling, Christian Bale"
Radiant Storm,2014,7.8,"Animation, Comedy",Sam Mendes,"Benedict Cumberbatch, Amy Adams, Morgan Freeman"
Broken Promise Zero,2010,9.0,"Adventure, Animation",Martin Scorsese,"Ryan Gosling, Chris Hemsworth, Margot Robbie"
Final River,1993,8.6,Romance,Quentin Tarantino,"Jennifer Lawrence, Leonardo DiCaprio, Scarlett Johansson"
Hidden Heart Forever,1994,6.5,Action,Quentin Tarantino,"Florence Pugh, Amy Adams, Sandra Bullock"
Golden Flame in Exile,2013,7.4,"Crime, Drama",Wes Anderson,"Tom Hanks, Chris Hemsworth, Brad Pitt"
Iron Night,1991,6.0,"Adventure, Mystery",Bong Joon-ho,"Tom Hanks, Leonardo DiCaprio, Viola Davis"
Eternal Chronicle of the Stars,2003,9.0,"Fantasy, Sci-Fi",Rian Johnson,"Keanu Reeves, Jake Gyllenhaal, Sandra Bullock"
Storm Kingdom,1999,5.5,Crime,Guy Ritchie,"Emma Stone, Oscar Isaac, Anne Hathaway"
Golden Journey,1996,8.9,"Drama, Mystery, Romance",Denis Villeneuve,"Gal Gadot, Ryan Gosling, Tom Hanks"
Shattered Cipher,2007,6.2,Crime,Wes Anderson,"Gal Gadot, Christian Bale, Viola Davis"
Dark Empire,1994,8.5,"Animation, Drama",Patty Jenkins,"Margot Robbie, Amy Adams, Matt Damon"
Radiant Legacy of Fire,2002,6.6,"Adventure, Drama",Ridley Scott,"Morgan Freeman, Jessica Chastain, Jennifer Lawrence"
Storm Chronicle,2011,7.2,"Animation, Sci-Fi",David Fincher,"Jennifer Lawrence, Ryan Gosling, Florence Pugh"
Neon Phoenix,1999,8.6,"Adventure, Fantasy, Romance",Kathryn Bigelow,"Timothee Chalamet, Jessica Chastain, Jake Gyllenhaal"
Eternal Storm,1998,5.5,Drama,Chloe Zhao,"Benedict Cumberbatch, Tom Hanks, Viola Davis"
Scarlet Echo,1993,5.9,"Animation, Horror",Chloe Zhao,"Viola Davis, Ryan Gosling, Chris Hemsworth"
Eternal Code,1992,8.1,"Action, Fantasy",Ava DuVernay,"Ryan Gosling, Christian Bale, Brad Pitt"
Restless Legacy,2023,5.3,"Action, Animation",Guy Ritchie,"Tom Hanks, Emma Stone, Chris Hemsworth"
Royal Frontier of Tomorrow,1993,7.8,"Fantasy, Horror",Edgar Wright,"Anne Hathaway, Margot Robbie, Matt Damon"
Silent Odyssey,1987,8.0,"Animation, Mystery",Christopher Nolan,"Jennifer Lawrence, Sandra Bullock, Ryan Gosling"
Invisible Fortress,2001,9.3,"Comedy, Thriller",Bong Joon-ho,"Viola Davis, Morgan Freeman, Robert Downey Jr."
Glass Labyrinth,1993,8.6,"Fantasy, Romance",Steven Spielberg,"Chris Hemsworth, Jennifer Lawrence, Morgan Freeman"
Forgotten Awakening,2014,6.6,"Drama, Fantasy, Sci-Fi",Patty Jenkins,"Morgan Freeman, Brad Pitt, Matt Damon"
Blue Flame Returns,2008,5.3,"Action, Comedy",Greta Gerwig,"Morgan Freeman, Florence Pugh, Scarlett Johansson"
Wicked Empire,2004,6.2,"Comedy, Mystery",Jordan Peele,"Viola Davis, Brad Pitt, Chris Hemsworth"
Royal Orbit of Tomorrow,1987,8.3,Drama,Martin Scorsese,"Johnny Depp, Leonardo DiCaprio, Christian Bale"
Final Pulse Unbound,2007,8.3,"Sci-Fi, Thriller",Quentin Tarantino,"Anne Hathaway, Ryan Gosling, Keanu Reeves"
Crimson Pulse,1994,8.7,Romance,Patty Jenkins,"Benedict Cumberbatch, Timothee Chalamet, Samuel L. Jackson"
Silver Kingdom Returns,2025,8.0,Thriller,David Fincher,"Keanu Reeves, Natalie Portman, Matt Damon"
Rising Kingdom,2017,8.8,"Animation, Horror",Sofia Coppola,"Johnny Depp, Christian Bale, Oscar Isaac"
Blue Journey,2009,7.8,"Comedy, Romance",Damien Chazelle,"Emma Stone, Tom Hanks, Timothee Chalamet"
Storm River,1994,5.7,"Adventure, Mystery",Wes Anderson,"Scarlett Johansson, Margot Robbie, Anne Hathaway"
Silver Kingdom Beyond,2007,6.1,Adventure,Denis Villeneuve,"Jake Gyllenhaal, Jessica Chastain, Margot Robbie"
Radiant Mirror,2013,6.3,"Adventure, Romance",Wes Anderson,"Brad Pitt, Christian Bale, Samuel L. Jackson"
Electric Cipher,1993,6.8,"Drama, Mystery, Romance",Sofia Coppola,"Christian Bale, Emma Stone, Gal Gadot"
Red Mirror,1987,5.0,Thriller,David Fincher,"Jake Gyllenhaal, Sandra Bullock, Florence Pugh"
Crimson Odyssey Unbound,1989,7.1,"Fantasy, Horror",Rian Johnson,"Emma Stone, Christian Bale, Margot Robbie"
Neon Witness of Fire,1991,7.1,"Comedy, Fantasy, Thriller",Sofia Coppola,"Emma Stone, Anne Hathaway, Oscar Isaac"
Radiant Sky,2019,5.1,"Animation, Horror",Jordan Peele,"Natalie Portman, Anne Hathaway, Timothee Chalamet"
Wicked Labyrinth Beyond,2012,6.2,"Action, Comedy, Thriller",Christopher Nolan,"Jessica Chastain, Gal Gadot, Ryan Gosling"
Burning Storm Unbound,1990,8.9,"Horror, Thriller",Bong Joon-ho,"Zendaya, Natalie Portman, Gal Gadot"
Burning Code Unbound,2006,8.0,"Animation, Comedy",Guy Ritchie,"Ryan Gosling, Benedict Cumberbatch, Florence Pugh"
Shadow Chronicle in Exile,2009,7.9,Mystery,Damien Chazelle,"Natalie Portman, Emma Stone, Amy Adams"
Hollow Game of Fire,2005,8.8,Animation,Taika Waititi,"Viola Davis, Tom Hanks, Benedict Cumberbatch"
Lost Frontier,2013,6.0,"Horror, Sci-Fi",Jordan Peele,"Timothee Chalamet, Scarlett Johansson, Brad Pitt"
Frozen Frontier,1995,6.6,"Comedy, Drama, Thriller",James Cameron,"Gal Gadot, Timothee Chalamet, Leonardo DiCaprio"
Wild Dream at Dawn,1992,6.9,"Fantasy, Horror, Sci-Fi",Bong Joon-ho,"Christian Bale, Sandra Bullock, Florence Pugh"
Lonely Sky,2014,6.7,"Animation, Drama, Mystery",Damien Chazelle,"Morgan Freeman, Florence Pugh, Ryan Gosling"
Blue Odyssey,1991,9.1,Adventure,Martin Scorsese,"Michael B. Jordan, Leonardo DiCaprio, Oscar Isaac"
Crimson Phoenix,2024,5.1,Sci-Fi,Taika Waititi,"Zendaya, Timothee Chalamet, Matt Damon"
Silver Frontier of Tomorrow,2020,7.0,"Adventure, Comedy, Horror",Quentin Tarantino,"Christian Bale, Matt Damon, Viola Davis"
Final Empire,1999,8.5,"Crime, Sci-Fi",Peter Jackson,"Johnny Depp, Sandra Bullock, Keanu Reeves"
Electric Hunter Unbound,1987,8.6,Action,Ridley Scott,"Matt Damon, Christian Bale, Sandra Bullock"
Wicked Season Unbound,2000,6.9,"Comedy, Fantasy, Romance",Steven Spielberg,"Matt Damon, Viola Davis, Timothee Chalamet"
Sacred Signal at Dawn,1995,8.5,"Adventure, Animation, Comedy",Kathryn Bigelow,"Scarlett Johansson, Michael B. Jordan, Timothee Chalamet"
Velvet Fortress Awakens,1990,7.6,Action,Bong Joon-ho,"Leonardo DiCaprio, Michael B. Jordan, Jessica Chastain"
Broken Cipher,1990,5.8,"Action, Animation, Horror",Jordan Peele,"Michael B. Jordan, Jessica Chastain, Christian Bale"
Eternal Promise Awakens,2009,7.8,"Action, Sci-Fi",Peter Jackson,"Emma Stone, Viola Davis, Tom Hanks"
Restless River in Exile,1992,5.4,Animation,Greta Gerwig,"Robert Downey Jr., Keanu Reeves, Morgan Freeman"
Storm Echo,1998,5.3,"Action, Adventure, Horror",Bong Joon-ho,"Emma Stone, Benedict Cumberbatch, Michael B. Jordan"
Electric Labyrinth,2025,7.5,"Animation, Crime, Thriller",Christopher Nolan,"Keanu Reeves, Morgan Freeman, Gal Gadot"
Wicked Journey Beyond,2015,5.5,Animation,Kathryn Bigelow,"Amy Adams, Robert Downey Jr., Viola Davis"
Wicked Dream,2018,6.4,"Comedy, Drama",Quentin Tarantino,"Keanu Reeves, Natalie Portman, Leonardo DiCaprio"
Eternal Storm,1993,7.4,"Crime, Horror",James Cameron,"Emma Stone, Christian Bale, Jake Gyllenhaal"
Silver Witness,2016,8.7,"Comedy, Fantasy, Mystery",Peter Jackson,"Morgan Freeman, Natalie Portman, Gal Gadot"
Iron Voyage of Shadows,2022,7.0,"Animation, Comedy",Edgar Wright,"Benedict Cumberbatch, Ryan Gosling, Keanu Reeves"
Wicked Machine,2024,6.6,Romance,Patty Jenkins,"Ryan Gosling, Natalie Portman, Timothee Chalamet"
Dark Island,2017,7.8,"Fantasy, Romance",Greta Gerwig,"Oscar Isaac, Sandra Bullock, Keanu Reeves"
Glass Trial Reborn,2005,6.6,"Animation, Comedy, Drama",Martin Scorsese,"Natalie Portman, Gal Gadot, Christian Bale"
Ancient Sky,2006,5.3,"Horror, Romance",Sofia Coppola,"Keanu Reeves, Chris Hemsworth, Florence Pugh"
Silver Awakening Returns,2020,7.8,"Romance, Thriller",Rian Johnson,"Emma Stone, Timothee Chalamet, Keanu Reeves"
Blue Season,1997,5.5,"Action, Horror",Wes Anderson,"Brad Pitt, Robert Downey Jr., Ryan Gosling"
Red Kingdom,2022,8.8,"Action, Comedy, Romance",Greta Gerwig,"Leonardo DiCaprio, Michael B. Jordan, Matt Damon"
Silent Witness Unbound,1987,5.4,Drama,Jordan Peele,"Leonardo DiCaprio, Emma Stone, Benedict Cumberbatch"
Electric Promise Beyond,2010,5.2,Mystery,Guillermo del Toro,"Anne Hathaway, Benedict Cumberbatch, Oscar Isaac"
Shattered Witness,1992,5.0,"Adventure, Romance",Christopher Nolan,"Chris Hemsworth, Brad Pitt, Sandra Bullock"
Crimson Season,2012,6.6,"Adventure, Animation",James Cameron,"Amy Adams, Keanu Reeves, Matt Damon"
Neon Empire,1988,6.4,"Action, Adventure",Steven Spielberg,"Johnny Depp, Emma Stone, Robert Downey Jr."
Hollow Labyrinth Rise,1993,8.7,"Adventure, Animation, Drama",Ridley Scott,"Jessica Chastain, Timothee Chalamet, Keanu Reeves"
Electric Island,2018,8.4,"Horror, Romance",Rian Johnson,"Benedict Cumberbatch, Robert Downey Jr., Anne Hathaway"
Radiant Shadow Forever,1990,5.9,"Comedy, Mystery",Rian Johnson,"Michael B. Jordan, Amy Adams, Samuel L. Jackson"
Dark Legacy,1988,5.8,"Action, Sci-Fi",James Cameron,"Margot Robbie, Sandra Bullock, Jennifer Lawrence"
Crimson City of Shadows,2018,5.5,"Crime, Horror",Jordan Peele,"Tom Hanks, Samuel L. Jackson, Zendaya"
Fallen Shadow,2009,6.2,"Comedy, Mystery, Romance",Guillermo del Toro,"Jennifer Lawrence, Natalie Portman, Emma Stone"
Shadow Promise,2021,5.5,Animation,Taika Waititi,"Keanu Reeves, Scarlett Johansson, Amy Adams"
Broken Witness,2015,5.9,"Adventure, Crime, Drama",Chloe Zhao,"Emma Stone, Christian Bale, Ryan Gosling"
Final Pulse,2013,9.1,"Adventure, Drama",Steven Spielberg,"Michael B. Jordan, Jennifer Lawrence, Amy Adams"
Frozen Odyssey in Exile,2002,9.2,"Adventure, Fantasy, Mystery",Rian Johnson,"Brad Pitt, Michael B. Jordan, Chris Hemsworth"
Eternal Sky,2021,8.9,"Adventure, Comedy",Chloe Zhao,"Scarlett Johansson, Robert Downey Jr., Chris Hemsworth"
Final Voyage of Fire,2002,7.6,"Animation, Comedy, Thriller",Guy Ritchie,"Michael B. Jordan, Johnny Depp, Jake Gyllenhaal"
Silent River of Fire,2024,5.7,"Comedy, Crime, Thriller",Denis Villeneuve,"Anne Hathaway, Gal Gadot, Emma Stone"
Lonely Witness,2015,8.0,"Action, Animation, Drama",Peter Jackson,"Keanu Reeves, Emma Stone, Morgan Freeman"
Silent Awakening in Exile,1985,8.0,"Adventure, Comedy, Horror",Steven Spielberg,"Sandra Bullock, Leonardo DiCaprio, Timothee Chalamet"
Silver Shadow,1995,7.0,"Adventure, Thriller",Greta Gerwig,"Matt Damon, Amy Adams, Anne Hathaway"
Scarlet Night Forever,2008,8.4,"Action, Crime, Drama",Ava DuVernay,"Anne Hathaway, Keanu Reeves, Zendaya"
Wicked Garden at Dawn,2025,9.4,Animation,Bong Joon-ho,"Samuel L. Jackson, Chris Hemsworth, Gal Gadot"
Scarlet Phoenix of Fire,2012,5.5,"Adventure, Comedy",James Cameron,"Viola Davis, Jennifer Lawrence, Michael B. Jordan"
Iron Night,2013,7.6,"Crime, Sci-Fi",Guy Ritchie,"Keanu Reeves, Anne Hathaway, Jennifer Lawrence"
Iron Promise at Dawn,2006,6.3,Fantasy,Taika Waititi,"Timothee Chalamet, Matt Damon, Christian Bale"
Silent Phoenix,1994,5.7,"Animation, Mystery, Sci-Fi",Greta Gerwig,"Oscar Isaac, Florence Pugh, Gal Gadot"
Storm Odyssey,2014,5.2,Comedy,Greta Gerwig,"Sandra Bullock, Timothee Chalamet, Scarlett Johansson"
Shattered Empire Zero,1985,8.5,Crime,Ridley Scott,"Christian Bale, Keanu Reeves, Johnny Depp"
Dust Fortress of Fire,2002,6.3,"Comedy, Thriller",Bong Joon-ho,"Timothee Chalamet, Viola Davis, Emma Stone"
Hidden Garden,2000,6.4,"Adventure, Fantasy, Thriller",Peter Jackson,"Viola Davis, Johnny Depp, Oscar Isaac"
Royal Chronicle,2005,5.9,"Comedy, Sci-Fi",Peter Jackson,"Tom Hanks, Ryan Gosling, Florence Pugh"
Shattered Storm of the Stars,2014,8.1,"Fantasy, Thriller",Quentin Tarantino,"Tom Hanks, Zendaya, Margot Robbie"
Dust Trial,2012,9.2,"Fantasy, Horror, Thriller",Christopher Nolan,"Viola Davis, Florence Pugh, Leonardo DiCaprio"
Electric Storm,2024,7.4,"Comedy, Romance",Kathryn Bigelow,"Christian Bale, Tom Hanks, Oscar Isaac"
Royal Odyssey Unbound,1993,8.7,"Action, Horror, Sci-Fi",Guillermo del Toro,"Samuel L. Jackson, Zendaya, Margot Robbie"
Golden Code Returns,2006,8.8,Crime,Sam Mendes,"Benedict Cumberbatch, Jake Gyllenhaal, Anne Hathaway"
Lost Destiny,1988,6.0,"Animation, Mystery",Chloe Zhao,"Amy Adams, Benedict Cumberbatch, Tom Hanks"
Rising Promise,1985,8.9,"Adventure, Comedy, Romance",Martin Scorsese,"Leonardo DiCaprio, Tom Hanks, Oscar Isaac"
Glass River of Tomorrow,1986,8.6,"Action, Adventure, Fantasy",Greta Gerwig,"Jennifer Lawrence, Benedict Cumberbatch, Morgan Freeman"
Neon Mirror,2013,5.6,Fantasy,Ridley Scott,"Michael B. Jordan, Leonardo DiCaprio, Morgan Freeman"
Midnight Kingdom,2019,9.2,"Horror, Thriller",Greta Gerwig,"Johnny Depp, Gal Gadot, Scarlett Johansson"
Storm Echo,2010,5.1,"Adventure, Horror, Thriller",Bong Joon-ho,"Sandra Bullock, Ryan Gosling, Tom Hanks"
Invisible Sky,1985,7.0,"Action, Sci-Fi",Jordan Peele,"Keanu Reeves, Gal Gadot, Oscar Isaac"
Scarlet Heart,2014,6.5,"Action, Animation",Guy Ritchie,"Zendaya, Samuel L. Jackson, Natalie Portman"
Glass Labyrinth,1996,8.1,"Drama, Sci-Fi",Edgar Wright,"Timothee Chalamet, Anne Hathaway, Margot Robbie"
Fallen Machine,2004,5.8,"Adventure, Horror, Sci-Fi",Patty Jenkins,"Benedict Cumberbatch, Oscar Isaac, Gal Gadot"
Dust Memory Beyond,2022,8.7,"Romance, Thriller",Patty Jenkins,"Emma Stone, Brad Pitt, Leonardo DiCaprio"
Shadow Shadow of Tomorrow,2015,8.9,"Comedy, Thriller",Quentin Tarantino,"Keanu Reeves, Morgan Freeman, Amy Adams"
Electric Legacy Returns,1987,8.7,Horror,Guillermo del Toro,"Christian Bale, Oscar Isaac, Michael B. Jordan"
Burning Season Unbound,1993,6.0,"Comedy, Crime",Wes Anderson,"Margot Robbie, Gal Gadot, Johnny Depp"
Shadow Chronicle,1997,5.9,Romance,Christopher Nolan,"Michael B. Jordan, Gal Gadot, Scarlett Johansson"
Fallen Empire in Exile,2019,8.2,Drama,Denis Villeneuve,"Gal Gadot, Amy Adams, Viola Davis"
Glass Phoenix in Exile,2015,5.3,"Drama, Romance",Chloe Zhao,"Samuel L. Jackson, Tom Hanks, Matt Damon"
Blue Labyrinth,2021,6.0,Animation,Kathryn Bigelow,"Johnny Depp, Scarlett Johansson, Benedict Cumberbatch"
Wicked Night Zero,2003,5.3,"Drama, Fantasy",Martin Scorsese,"Samuel L. Jackson, Morgan Freeman, Johnny Depp"
Royal Hunter,2024,5.5,"Fantasy, Romance",Steven Spielberg,"Florence Pugh, Jake Gyllenhaal, Keanu Reeves"
Radiant Mirror,1987,5.3,"Crime, Fantasy",James Cameron,"Anne Hathaway, Keanu Reeves, Jessica Chastain"
Secret Fortress,2006,9.0,Comedy,Wes Anderson,"Emma Stone, Matt Damon, Timothee Chalamet"
Hidden Trial,2011,5.2,Mystery,Wes Anderson,"Tom Hanks, Robert Downey Jr., Amy Adams"
Hidden Phoenix,2007,8.4,"Comedy, Crime, Horror",Christopher Nolan,"Viola Davis, Brad Pitt, Leonardo DiCaprio"
Frozen Night,2009,6.7,Mystery,Wes Anderson,"Brad Pitt, Jennifer Lawrence, Jessica Chastain"
Fallen Chronicle,2020,6.5,"Adventure, Horror",Quentin Tarantino,"Keanu Reeves, Oscar Isaac, Christian Bale"
Lonely Chronicle,2000,8.3,"Adventure, Romance",Christopher Nolan,"Chris Hemsworth, Ryan Gosling, Amy Adams"
Neon Orbit,2000,6.2,Adventure,Steven Spielberg,"Tom Hanks, Margot Robbie, Morgan Freeman"
Ancient Trial,2000,7.9,"Animation, Romance",Patty Jenkins,"Benedict Cumberbatch, Gal Gadot, Scarlett Johansson"
Dark Mirror,1998,8.4,"Comedy, Drama, Thriller",Taika Waititi,"Jake Gyllenhaal, Johnny Depp, Christian Bale"
Silver Hunter,2002,9.0,"Mystery, Thriller",Kathryn Bigelow,"Scarlett Johansson, Brad Pitt, Christian Bale"
Hollow Phoenix Rise,1993,8.6,"Crime, Mystery",James Cameron,"Scarlett Johansson, Christian Bale, Amy Adams"
Rising Journey,2013,6.3,"Action, Adventure, Horror",Steven Spielberg,"Robert Downey Jr., Timothee Chalamet, Jennifer Lawrence"
Golden Code Unbound,2016,5.9,Fantasy,Patty Jenkins,"Margot Robbie, Brad Pitt, Chris Hemsworth"
Burning Chronicle,2004,9.0,Mystery,Guillermo del Toro,"Christian Bale, Viola Davis, Leonardo DiCaprio"
Lonely Mirror,2022,8.8,"Action, Drama",Edgar Wright,"Sandra Bullock, Oscar Isaac, Ryan Gosling"
Last River,2003,9.2,"Fantasy, Romance, Sci-Fi",Guillermo del Toro,"Zendaya, Robert Downey Jr., Morgan Freeman"
Invisible Hunter,2002,7.5,"Adventure, Comedy",Guillermo del Toro,"Florence Pugh, Johnny Depp, Anne Hathaway"
Hidden Cipher of the Stars,2001,8.7,Adventure,Greta Gerwig,"Timothee Chalamet, Gal Gadot, Anne Hathaway"
Burning Island,2013,8.7,Horror,Steven Spielberg,"Christian Bale, Benedict Cumberbatch, Michael B. Jordan"
Secret Frontier Forever,2024,6.2,"Adventure, Horror",Denis Villeneuve,"Robert Downey Jr., Jessica Chastain, Matt Damon"
Storm Heart Reborn,2024,8.0,Comedy,Quentin Tarantino,"Michael B. Jordan, Brad Pitt, Morgan Freeman"
Red Destiny of Fire,1999,8.7,Thriller,Peter Jackson,"Robert Downey Jr., Leonardo DiCaprio, Gal Gadot"
Scarlet Night,2023,7.2,"Adventure, Drama",Martin Scorsese,"Zendaya, Margot Robbie, Scarlett Johansson"
Midnight Truth Zero,2011,5.1,Sci-Fi,Bong Joon-ho,"Keanu Reeves, Johnny Depp, Tom Hanks"
Wicked Echo Rise,2008,9.1,"Action, Crime, Romance",Denis Villeneuve,"Christian Bale, Brad Pitt, Johnny Depp"
Restless Dream of Shadows,2005,5.7,"Comedy, Fantasy",Sam Mendes,"Brad Pitt, Gal Gadot, Amy Adams"
Golden Legacy,1999,7.3,"Adventure, Mystery, Thriller",Steven Spielberg,"Oscar Isaac, Benedict Cumberbatch, Gal Gadot"
Red Season in Exile,2003,6.4,"Comedy, Drama",Guillermo del Toro,"Christian Bale, Chris Hemsworth, Margot Robbie"
Lost Hunter Unbound,2008,6.6,Drama,Chloe Zhao,"Zendaya, Emma Stone, Viola Davis"
Radiant Awakening Unbound,1999,7.6,"Comedy, Mystery",Guillermo del Toro,"Viola Davis, Ryan Gosling, Gal Gadot"
Fallen Awakening Beyond,2005,7.5,Adventure,Bong Joon-ho,"Ryan Gosling, Zendaya, Tom Hanks"
Frozen Signal,1985,9.1,"Adventure, Fantasy",Peter Jackson,"Jessica Chastain, Florence Pugh, Jake Gyllenhaal"
Crimson Heart,2012,8.8,Thriller,Denis Villeneuve,"Emma Stone, Tom Hanks, Zendaya"
Sacred Chronicle of Fire,2020,9.0,"Crime, Thriller",Quentin Tarantino,"Anne Hathaway, Keanu Reeves, Sandra Bullock"
Restless Awakening,1987,7.8,Thriller,Guy Ritchie,"Margot Robbie, Viola Davis, Ryan Gosling"
Blue Odyssey,1993,5.0,"Romance, Thriller",Kathryn Bigelow,"Emma Stone, Tom Hanks, Keanu Reeves"
Restless Echo,2014,9.2,"Animation, Drama, Horror",Kathryn Bigelow,"Amy Adams, Timothee Chalamet, Robert Downey Jr."
Crimson Shadow,2021,5.2,"Crime, Drama, Fantasy",Sofia Coppola,"Jessica Chastain, Morgan Freeman, Tom Hanks"
Secret Chronicle,2021,6.2,"Adventure, Drama",Greta Gerwig,"Morgan Freeman, Scarlett Johansson, Johnny Depp"
